country,clf,feat_set,inc,auc_score,N,N_p,N_n
CN,CART,appended,5,0.823098698694312,109727,4458,105269
CN,CART,appended,6,0.8380238295329351,109727,4458,105269
CN,CART,appended,7,0.8400322099675872,109727,4458,105269
CN,CART,appended,8,0.866221458145413,109727,4458,105269
CN,RF,inc-only,1,0.9002024182067148,109727,4458,105269
CN,RF,inc-only,2,0.9120562992656173,109727,4458,105269
CN,RF,inc-only,3,0.9225804685704966,109727,4458,105269
CN,RF,inc-only,4,0.9776617186699331,109727,4458,105269
CN,RF,inc-only,5,0.958477328834039,109727,4458,105269
CN,RF,inc-only,6,0.9497138051996484,109727,4458,105269
CN,RF,inc-only,7,0.9470747693149929,109727,4458,105269
CN,RF,inc-only,8,0.9785676060314537,109727,4458,105269
CN,RF,appended,1,0.8995807304766443,109727,4458,105269
CN,RF,appended,2,0.9478759803591628,109727,4458,105269
CN,RF,appended,3,0.9648807451819671,109727,4458,105269
CN,RF,appended,4,0.9839865807877581,109727,4458,105269
CN,RF,appended,5,0.9866479193120761,109727,4458,105269
CN,RF,appended,6,0.9892349009871704,109727,4458,105269
CN,RF,appended,7,0.9897116173957284,109727,4458,105269
CN,RF,appended,8,0.9919274826208029,109727,4458,105269
CN,XGB,inc-only,1,0.917552121467276,109727,4458,105269
CN,XGB,inc-only,2,0.933448101419451,109727,4458,105269
CN,XGB,inc-only,3,0.9430399711160153,109727,4458,105269
CN,XGB,inc-only,4,0.9838367762535951,109727,4458,105269
CN,XGB,inc-only,5,0.9693177760426114,109727,4458,105269
CN,XGB,inc-only,6,0.9635003718588167,109727,4458,105269
CN,XGB,inc-only,7,0.9614062507769496,109727,4458,105269
CN,XGB,inc-only,8,0.9855046468420681,109727,4458,105269
CN,XGB,appended,1,0.9180475944206311,109727,4458,105269
CN,XGB,appended,2,0.9585893865470231,109727,4458,105269
CN,XGB,appended,3,0.9738625718529041,109727,4458,105269
CN,XGB,appended,4,0.9869271446235001,109727,4458,105269
CN,XGB,appended,5,0.9897493659086617,109727,4458,105269
CN,XGB,appended,6,0.9915923222005653,109727,4458,105269
CN,XGB,appended,7,0.9917788632264762,109727,4458,105269
CN,XGB,appended,8,0.9940747348819973,109727,4458,105269
CO,CART,inc-only,1,0.6804698489760125,18520,1452,17068
CO,CART,inc-only,2,0.6489032468475944,18520,1452,17068
CO,CART,inc-only,3,0.6904856345083994,18520,1452,17068
CO,CART,inc-only,4,0.7500846327995951,18520,1452,17068
CO,CART,inc-only,5,0.7316791512493749,18520,1452,17068
CO,CART,inc-only,6,0.7412611456692739,18520,1452,17068
CO,CART,inc-only,7,0.7702165856813745,18520,1452,17068
CO,CART,inc-only,8,0.8164513983987426,18520,1452,17068
CO,CART,appended,1,0.6781977200982513,18520,1452,17068
CO,CART,appended,2,0.7179570175573919,18520,1452,17068
CO,CART,appended,3,0.7533159275645273,18520,1452,17068
CO,CART,appended,4,0.7811062053926956,18520,1452,17068
CO,CART,appended,5,0.7982965588677498,18520,1452,17068
CO,CART,appended,6,0.8128794786389433,18520,1452,17068
CO,CART,appended,7,0.818304227636544,18520,1452,17068
CO,CART,appended,8,0.8390904072914617,18520,1452,17068
CO,RF,inc-only,1,0.9018699270482006,18520,1452,17068
CO,RF,inc-only,2,0.8907018808802144,18520,1452,17068
CO,RF,inc-only,3,0.9224087319101559,18520,1452,17068
CO,RF,inc-only,4,0.9633551355343722,18520,1452,17068
CO,RF,inc-only,5,0.9521722570254998,18520,1452,17068
CO,RF,inc-only,6,0.9491092850778198,18520,1452,17068
CO,RF,inc-only,7,0.9467695208857145,18520,1452,17068
CO,RF,inc-only,8,0.9754267330342342,18520,1452,17068
CO,RF,appended,1,0.9030316234115312,18520,1452,17068
CO,RF,appended,2,0.9345031810863459,18520,1452,17068
CO,RF,appended,3,0.9582535241002822,18520,1452,17068
CO,RF,appended,4,0.973153464480927,18520,1452,17068
CO,RF,appended,5,0.9776837882014601,18520,1452,17068
CO,RF,appended,6,0.9802786346908969,18520,1452,17068
CO,RF,appended,7,0.9821854524276273,18520,1452,17068
CO,RF,appended,8,0.9863724033443197,18520,1452,17068
CO,XGB,inc-only,1,0.9040312177712833,18520,1452,17068
CO,XGB,inc-only,2,0.9010084261203767,18520,1452,17068
CO,XGB,inc-only,3,0.9339395148107182,18520,1452,17068
CO,XGB,inc-only,4,0.9652134961265091,18520,1452,17068
CO,XGB,inc-only,5,0.9567093813216406,18520,1452,17068
CO,XGB,inc-only,6,0.9541881779076637,18520,1452,17068
CO,XGB,inc-only,7,0.9540817849475497,18520,1452,17068
CO,XGB,inc-only,8,0.9790065699616685,18520,1452,17068
CO,XGB,appended,1,0.9018470744302673,18520,1452,17068
CO,XGB,appended,2,0.9339611210556995,18520,1452,17068
CO,XGB,appended,3,0.9601430376877573,18520,1452,17068
CO,XGB,appended,4,0.9745328556667322,18520,1452,17068
CO,XGB,appended,5,0.9788831195277026,18520,1452,17068
CO,XGB,appended,6,0.9835777177116644,18520,1452,17068
CO,XGB,appended,7,0.9843229861684902,18520,1452,17068
CO,XGB,appended,8,0.9874462555641487,18520,1452,17068
CR,CART,inc-only,1,0.6955408565478066,2926,227,2699
CR,CART,inc-only,2,0.709285329454232,2926,227,2699
CR,CART,inc-only,3,0.7529837611609875,2926,227,2699
CR,CART,inc-only,4,0.8130242922735246,2926,227,2699
CR,CART,inc-only,5,0.7590493684759888,2926,227,2699
CR,CART,inc-only,6,0.7964811372711001,2926,227,2699
CR,CART,inc-only,7,0.7633938721844815,2926,227,2699
CR,CART,inc-only,8,0.8262311221693799,2926,227,2699
CR,CART,appended,1,0.7337025227763874,2926,227,2699
CR,CART,appended,2,0.7391594532143263,2926,227,2699
CR,CART,appended,3,0.7270301201770412,2926,227,2699
CR,CART,appended,4,0.7737948555105497,2926,227,2699
CR,CART,appended,5,0.778792720861979,2926,227,2699
CR,CART,appended,6,0.8031536704799191,2926,227,2699
CR,CART,appended,7,0.8216369326038794,2926,227,2699
CR,CART,appended,8,0.8415728414471747,2926,227,2699
CR,RF,inc-only,1,0.9096764354389213,2926,227,2699
CR,RF,inc-only,2,0.9073153426947673,2926,227,2699
CR,RF,inc-only,3,0.9190309906347566,2926,227,2699
CR,RF,inc-only,4,0.9709122867596279,2926,227,2699
CR,RF,inc-only,5,0.9574874492459752,2926,227,2699
CR,RF,inc-only,6,0.9631290587573923,2926,227,2699
CR,RF,inc-only,7,0.9353309181464993,2926,227,2699
CR,RF,inc-only,8,0.9798069551176873,2926,227,2699
CR,RF,appended,1,0.9076163798428224,2926,227,2699
CR,RF,appended,2,0.9422679137694492,2926,227,2699
CR,RF,appended,3,0.9598368007427326,2926,227,2699
CR,RF,appended,4,0.9752093615428026,2926,227,2699
CR,RF,appended,5,0.9761859326523138,2926,227,2699
CR,RF,appended,6,0.9775305993505444,2926,227,2699
CR,RF,appended,7,0.9794414676368773,2926,227,2699
CR,RF,appended,8,0.9860061242237581,2926,227,2699
CR,XGB,inc-only,1,0.885759449187201,2926,227,2699
CR,XGB,inc-only,2,0.9076055773510113,2926,227,2699
CR,XGB,inc-only,3,0.9276229647370751,2926,227,2699
CR,XGB,inc-only,4,0.9687903712519843,2926,227,2699
CR,XGB,inc-only,5,0.9601847307730611,2926,227,2699
CR,XGB,inc-only,6,0.9594231224480133,2926,227,2699
CR,XGB,inc-only,7,0.9305229099899377,2926,227,2699
CR,XGB,inc-only,8,0.9831446638683587,2926,227,2699
CR,XGB,appended,1,0.8853814286390657,2926,227,2699
CR,XGB,appended,2,0.9329311568353107,2926,227,2699
CR,XGB,appended,3,0.9568445105110694,2926,227,2699
CR,XGB,appended,4,0.9762543243980127,2926,227,2699
CR,XGB,appended,5,0.9825391352237967,2926,227,2699
CR,XGB,appended,6,0.983885669909591,2926,227,2699
CR,XGB,appended,7,0.9777627957828379,2926,227,2699
CR,XGB,appended,8,0.9892786642895742,2926,227,2699
CY,CART,inc-only,1,0.6861829799242118,1727,152,1575
CY,CART,inc-only,2,0.6738003070493698,1727,152,1575
CY,CART,inc-only,3,0.7075779045392244,1727,152,1575
CY,CART,inc-only,4,0.7980314910371147,1727,152,1575
CY,CART,inc-only,5,0.7332113534359966,1727,152,1575
CY,CART,inc-only,6,0.7795512678384262,1727,152,1575
CY,CART,inc-only,7,0.8038266951543981,1727,152,1575
CY,CART,inc-only,8,0.8128472950092719,1727,152,1575
CY,CART,appended,1,0.6919378544169421,1727,152,1575
CY,CART,appended,2,0.7150178048321643,1727,152,1575
CY,CART,appended,3,0.7525867229702492,1727,152,1575
CY,CART,appended,4,0.8269593042005966,1727,152,1575
CY,CART,appended,5,0.8452870945201431,1727,152,1575
CY,CART,appended,6,0.8226139845198742,1727,152,1575
CY,CART,appended,7,0.8212632528420544,1727,152,1575
CY,CART,appended,8,0.8603642599908624,1727,152,1575
CY,RF,inc-only,1,0.8842850184095246,1727,152,1575
CY,RF,inc-only,2,0.8762769088123841,1727,152,1575
CY,RF,inc-only,3,0.8888611458249349,1727,152,1575
CY,RF,inc-only,4,0.9579581216909888,1727,152,1575
CY,RF,inc-only,5,0.9367844137171115,1727,152,1575
CY,RF,inc-only,6,0.9420060334865221,1727,152,1575
CY,RF,inc-only,7,0.9528868519712973,1727,152,1575
CY,RF,inc-only,8,0.9653110470585073,1727,152,1575
CY,RF,appended,1,0.8840608790883926,1727,152,1575
CY,RF,appended,2,0.9200880499341557,1727,152,1575
CY,RF,appended,3,0.9417987583649117,1727,152,1575
CY,RF,appended,4,0.9708255731140315,1727,152,1575
CY,RF,appended,5,0.9748786247950765,1727,152,1575
CY,RF,appended,6,0.9758540440484829,1727,152,1575
CY,RF,appended,7,0.9788729541240023,1727,152,1575
CY,RF,appended,8,0.9819815434437905,1727,152,1575
CY,XGB,inc-only,1,0.8846048838990568,1727,152,1575
CY,XGB,inc-only,2,0.8427622517401704,1727,152,1575
CY,XGB,inc-only,3,0.8935546003655029,1727,152,1575
CY,XGB,inc-only,4,0.9515780456341207,1727,152,1575
CY,XGB,inc-only,5,0.9320194542986912,1727,152,1575
CY,XGB,inc-only,6,0.937148925663146,1727,152,1575
CY,XGB,inc-only,7,0.956509413045231,1727,152,1575
CY,XGB,inc-only,8,0.9711397780106963,1727,152,1575
CY,XGB,appended,1,0.8786098457362466,1727,152,1575
CY,XGB,appended,2,0.9169423728130291,1727,152,1575
CY,XGB,appended,3,0.9358573530597436,1727,152,1575
CY,XGB,appended,4,0.9706504138783628,1727,152,1575
CY,XGB,appended,5,0.977483370958639,1727,152,1575
CY,XGB,appended,6,0.9795026068961811,1727,152,1575
CY,XGB,appended,7,0.9825861350748475,1727,152,1575
CY,XGB,appended,8,0.9854409215512376,1727,152,1575
CZ,CART,inc-only,1,0.7136846974860065,7283,721,6562
CZ,CART,inc-only,2,0.6745732229368526,7283,721,6562
CZ,CART,inc-only,3,0.7523150291137138,7283,721,6562
CZ,CART,inc-only,4,0.7922760827862749,7283,721,6562
CZ,CART,inc-only,5,0.7879802180525135,7283,721,6562
CZ,CART,inc-only,6,0.7691063484550371,7283,721,6562
CZ,CART,inc-only,7,0.8227603686508231,7283,721,6562
CZ,CART,inc-only,8,0.8652419592475035,7283,721,6562
CZ,CART,appended,1,0.7105593220601155,7283,721,6562
CZ,CART,appended,2,0.7442129967996313,7283,721,6562
CZ,CART,appended,3,0.7836849559337012,7283,721,6562
CZ,CART,appended,4,0.827669531053425,7283,721,6562
CZ,CART,appended,5,0.8319651540966989,7283,721,6562
CZ,CART,appended,6,0.8636145943544196,7283,721,6562
CZ,CART,appended,7,0.8497784777778808,7283,721,6562
CZ,CART,appended,8,0.876525477851097,7283,721,6562
CZ,RF,inc-only,1,0.911359299850371,7283,721,6562
CZ,RF,inc-only,2,0.9030039211220213,7283,721,6562
CZ,RF,inc-only,3,0.9377161760285316,7283,721,6562
CZ,RF,inc-only,4,0.9694577487001563,7283,721,6562
CZ,RF,inc-only,5,0.9600707979111754,7283,721,6562
CZ,RF,inc-only,6,0.9455838894148074,7283,721,6562
CZ,RF,inc-only,7,0.9612905034586876,7283,721,6562
CZ,RF,inc-only,8,0.9845884175344323,7283,721,6562
CZ,RF,appended,1,0.9109569286926698,7283,721,6562
CZ,RF,appended,2,0.9505504146377556,7283,721,6562
CZ,RF,appended,3,0.9690853809995957,7283,721,6562
CZ,RF,appended,4,0.9802028550156126,7283,721,6562
CZ,RF,appended,5,0.9846664658379841,7283,721,6562
CZ,RF,appended,6,0.9863880948550734,7283,721,6562
CZ,RF,appended,7,0.9869826711787381,7283,721,6562
CZ,RF,appended,8,0.9908175386988364,7283,721,6562
CZ,XGB,inc-only,1,0.9077975441926223,7283,721,6562
CZ,XGB,inc-only,2,0.8999720090189867,7283,721,6562
CZ,XGB,inc-only,3,0.9404460394727615,7283,721,6562
CZ,XGB,inc-only,4,0.9723842241335751,7283,721,6562
CZ,XGB,inc-only,5,0.9652324769240368,7283,721,6562
CZ,XGB,inc-only,6,0.9546482011267031,7283,721,6562
CZ,XGB,inc-only,7,0.9639711087702582,7283,721,6562
CZ,XGB,inc-only,8,0.9843036932497844,7283,721,6562
CZ,XGB,appended,1,0.9062068099098514,7283,721,6562
CZ,XGB,appended,2,0.9492523949271552,7283,721,6562
CZ,XGB,appended,3,0.9698102043270719,7283,721,6562
CZ,XGB,appended,4,0.9816530752826554,7283,721,6562
CZ,XGB,appended,5,0.9863182156900051,7283,721,6562
CZ,XGB,appended,6,0.9877889522569122,7283,721,6562
CZ,XGB,appended,7,0.9883411231788782,7283,721,6562
CZ,XGB,appended,8,0.9907327037263903,7283,721,6562
DE,CART,inc-only,1,0.694116073791573,37713,3443,34270
DE,CART,inc-only,2,0.68796564748465,37713,3443,34270
DE,CART,inc-only,3,0.7297942770239191,37713,3443,34270
DE,CART,inc-only,4,0.8048189681870677,37713,3443,34270
DE,CART,inc-only,5,0.781834670850221,37713,3443,34270
DE,CART,inc-only,6,0.7970238461762393,37713,3443,34270
DE,CART,inc-only,7,0.8154877542914674,37713,3443,34270
DE,CART,inc-only,8,0.855299635598627,37713,3443,34270
DE,CART,appended,1,0.6972989364135733,37713,3443,34270
DE,CART,appended,2,0.7646803224242074,37713,3443,34270
DE,CART,appended,3,0.8106793544031521,37713,3443,34270
DE,CART,appended,4,0.8412181711844589,37713,3443,34270
DE,CART,appended,5,0.8560009117902215,37713,3443,34270
DE,CART,appended,6,0.8591970872526495,37713,3443,34270
DE,CART,appended,7,0.8659080465806687,37713,3443,34270
DE,CART,appended,8,0.8913779792384059,37713,3443,34270
DE,RF,inc-only,1,0.9204647005102032,37713,3443,34270
DE,RF,inc-only,2,0.918491169128284,37713,3443,34270
DE,RF,inc-only,3,0.9362461806306489,37713,3443,34270
DE,RF,inc-only,4,0.9759272555448716,37713,3443,34270
DE,RF,inc-only,5,0.9644441606676456,37713,3443,34270
DE,RF,inc-only,6,0.9621474913131106,37713,3443,34270
DE,RF,inc-only,7,0.9606237281677087,37713,3443,34270
DE,RF,inc-only,8,0.9812785239325017,37713,3443,34270
DE,RF,appended,1,0.9202778932964486,37713,3443,34270
DE,RF,appended,2,0.952444202514991,37713,3443,34270
DE,RF,appended,3,0.968509741162121,37713,3443,34270
DE,RF,appended,4,0.9841442101075057,37713,3443,34270
DE,RF,appended,5,0.9876597205236592,37713,3443,34270
DE,RF,appended,6,0.9896161457581888,37713,3443,34270
DE,RF,appended,7,0.9906228179510654,37713,3443,34270
DE,RF,appended,8,0.9920108853009995,37713,3443,34270
DE,XGB,inc-only,1,0.9284367362306252,37713,3443,34270
DE,XGB,inc-only,2,0.9300773607926665,37713,3443,34270
DE,XGB,inc-only,3,0.94613190885658,37713,3443,34270
DE,XGB,inc-only,4,0.9801858228668254,37713,3443,34270
DE,XGB,inc-only,5,0.969846010005597,37713,3443,34270
DE,XGB,inc-only,6,0.9683075924214113,37713,3443,34270
DE,XGB,inc-only,7,0.9659071940209143,37713,3443,34270
DE,XGB,inc-only,8,0.9847811821486601,37713,3443,34270
DE,XGB,appended,1,0.9292714822192055,37713,3443,34270
DE,XGB,appended,2,0.959274233276478,37713,3443,34270
DE,XGB,appended,3,0.9742330767073152,37713,3443,34270
DE,XGB,appended,4,0.9862354038327842,37713,3443,34270
DE,XGB,appended,5,0.9896113313464941,37713,3443,34270
DE,XGB,appended,6,0.9915367656958771,37713,3443,34270
DE,XGB,appended,7,0.9924897933783633,37713,3443,34270
DE,XGB,appended,8,0.9937639498937294,37713,3443,34270
DK,CART,inc-only,1,0.7427887757241181,7001,642,6359
DK,CART,inc-only,2,0.6997231980617807,7001,642,6359
DK,CART,inc-only,3,0.726000919254197,7001,642,6359
DK,CART,inc-only,4,0.8047387357433459,7001,642,6359
DK,CART,inc-only,5,0.775331553334838,7001,642,6359
DK,CART,inc-only,6,0.794147545804382,7001,642,6359
DK,CART,inc-only,7,0.7967590899859625,7001,642,6359
DK,CART,inc-only,8,0.8638440362104252,7001,642,6359
DK,CART,appended,1,0.7487212743777356,7001,642,6359
DK,CART,appended,2,0.7866122966855422,7001,642,6359
DK,CART,appended,3,0.8088699217812532,7001,642,6359
DK,CART,appended,4,0.8467565020984995,7001,642,6359
DK,CART,appended,5,0.8340739722554751,7001,642,6359
DK,CART,appended,6,0.8483769449928383,7001,642,6359
DK,CART,appended,7,0.8452534768153187,7001,642,6359
DK,CART,appended,8,0.8884996498631952,7001,642,6359
DK,RF,inc-only,1,0.9331505890036151,7001,642,6359
DK,RF,inc-only,2,0.9156370498547193,7001,642,6359
DK,RF,inc-only,3,0.9269495245877284,7001,642,6359
DK,RF,inc-only,4,0.9758439161550176,7001,642,6359
DK,RF,inc-only,5,0.9672788112443288,7001,642,6359
DK,RF,inc-only,6,0.9572455101836985,7001,642,6359
DK,RF,inc-only,7,0.9537844992933575,7001,642,6359
DK,RF,inc-only,8,0.9842896801871555,7001,642,6359
DK,RF,appended,1,0.9332620337838418,7001,642,6359
DK,RF,appended,2,0.9549335813248307,7001,642,6359
DK,RF,appended,3,0.9666290188503062,7001,642,6359
DK,RF,appended,4,0.9799588951890696,7001,642,6359
DK,RF,appended,5,0.9859571576295956,7001,642,6359
DK,RF,appended,6,0.9882114607261084,7001,642,6359
DK,RF,appended,7,0.988978603352647,7001,642,6359
DK,RF,appended,8,0.991559334215684,7001,642,6359
DK,XGB,inc-only,1,0.9246691862826608,7001,642,6359
DK,XGB,inc-only,2,0.9073847201726893,7001,642,6359
DK,XGB,inc-only,3,0.9346863201594994,7001,642,6359
DK,XGB,inc-only,4,0.9749516613894667,7001,642,6359
DK,XGB,inc-only,5,0.9677827756024555,7001,642,6359
DK,XGB,inc-only,6,0.9557425652549055,7001,642,6359
DK,XGB,inc-only,7,0.9576615469910079,7001,642,6359
DK,XGB,inc-only,8,0.98288875869494,7001,642,6359
DK,XGB,appended,1,0.9253979460585161,7001,642,6359
DK,XGB,appended,2,0.9576132194812844,7001,642,6359
DK,XGB,appended,3,0.9687350992906434,7001,642,6359
DK,XGB,appended,4,0.9838368738369446,7001,642,6359
DK,XGB,appended,5,0.9888203746407266,7001,642,6359
DK,XGB,appended,6,0.98890138704173,7001,642,6359
DK,XGB,appended,7,0.9914481196358981,7001,642,6359
DK,XGB,appended,8,0.9924287572640367,7001,642,6359
DO,CART,inc-only,1,0.6725388776200135,3133,240,2893
DO,CART,inc-only,2,0.6574651990613689,3133,240,2893
DO,CART,inc-only,3,0.6728964821222606,3133,240,2893
DO,CART,inc-only,4,0.7604135594400032,3133,240,2893
DO,CART,inc-only,5,0.6871269587956886,3133,240,2893
DO,CART,inc-only,6,0.756288430179374,3133,240,2893
DO,CART,inc-only,7,0.7989046653144016,3133,240,2893
DO,CART,inc-only,8,0.8228598665632582,3133,240,2893
DO,CART,appended,1,0.7033349739490117,3133,240,2893
DO,CART,appended,2,0.7015558753927534,3133,240,2893
DO,CART,appended,3,0.7084936165135425,3133,240,2893
DO,CART,appended,4,0.770752644871336,3133,240,2893
DO,CART,appended,5,0.805784860597383,3133,240,2893
DO,CART,appended,6,0.7852197182118283,3133,240,2893
DO,CART,appended,7,0.7948964174919461,3133,240,2893
DO,CART,appended,8,0.8241242592371635,3133,240,2893
DO,RF,inc-only,1,0.8914232838165692,3133,240,2893
DO,RF,inc-only,2,0.86989592033568,3133,240,2893
DO,RF,inc-only,3,0.8986975002982939,3133,240,2893
DO,RF,inc-only,4,0.9631441156584338,3133,240,2893
DO,RF,inc-only,5,0.9373286550928688,3133,240,2893
DO,RF,inc-only,6,0.9352682406634053,3133,240,2893
DO,RF,inc-only,7,0.9427057232629361,3133,240,2893
DO,RF,inc-only,8,0.9734318199896591,3133,240,2893
DO,RF,appended,1,0.8910644115658434,3133,240,2893
DO,RF,appended,2,0.9216662440838405,3133,240,2893
DO,RF,appended,3,0.9406804329236766,3133,240,2893
DO,RF,appended,4,0.9701847929841307,3133,240,2893
DO,RF,appended,5,0.972517524758382,3133,240,2893
DO,RF,appended,6,0.9781024291055165,3133,240,2893
DO,RF,appended,7,0.9776263522650439,3133,240,2893
DO,RF,appended,8,0.981577725410651,3133,240,2893
DO,XGB,inc-only,1,0.8800735294117648,3133,240,2893
DO,XGB,inc-only,2,0.8444843743785546,3133,240,2893
DO,XGB,inc-only,3,0.8835735592411407,3133,240,2893
DO,XGB,inc-only,4,0.9590479954659349,3133,240,2893
DO,XGB,inc-only,5,0.9265152328679951,3133,240,2893
DO,XGB,inc-only,6,0.9320214373781968,3133,240,2893
DO,XGB,inc-only,7,0.9420352334645826,3133,240,2893
DO,XGB,inc-only,8,0.9726926480531362,3133,240,2893
DO,XGB,appended,1,0.8722180875392753,3133,240,2893
DO,XGB,appended,2,0.9116362655609911,3133,240,2893
DO,XGB,appended,3,0.9369808942846916,3133,240,2893
DO,XGB,appended,4,0.9644383377083084,3133,240,2893
DO,XGB,appended,5,0.9704827884500656,3133,240,2893
DO,XGB,appended,6,0.9779571600445452,3133,240,2893
DO,XGB,appended,7,0.9798168973471743,3133,240,2893
DO,XGB,appended,8,0.9830447341208288,3133,240,2893
DZ,CART,inc-only,1,0.5952730696798493,1823,53,1770
DZ,CART,inc-only,2,0.5871751412429378,1823,53,1770
DZ,CART,inc-only,3,0.6610263653483992,1823,53,1770
DZ,CART,inc-only,4,0.725,1823,53,1770
DZ,CART,inc-only,5,0.6772128060263654,1823,53,1770
DZ,CART,inc-only,6,0.7422787193973635,1823,53,1770
DZ,CART,inc-only,7,0.7281450094161959,1823,53,1770
DZ,CART,inc-only,8,0.7437099811676082,1823,53,1770
DZ,CART,appended,1,0.5637853107344633,1823,53,1770
DZ,CART,appended,2,0.6236346516007533,1823,53,1770
DZ,CART,appended,3,0.7136064030131827,1823,53,1770
DZ,CART,appended,4,0.7315065913370998,1823,53,1770
DZ,CART,appended,5,0.704858757062147,1823,53,1770
DZ,CART,appended,6,0.7642937853107344,1823,53,1770
DZ,CART,appended,7,0.7259322033898306,1823,53,1770
DZ,CART,appended,8,0.7279378531073446,1823,53,1770
DZ,RF,inc-only,1,0.8072222222222223,1823,53,1770
DZ,RF,inc-only,2,0.8604331450094163,1823,53,1770
DZ,RF,inc-only,3,0.9096986817325801,1823,53,1770
DZ,RF,inc-only,4,0.958578154425612,1823,53,1770
DZ,RF,inc-only,5,0.9535216572504708,1823,53,1770
DZ,RF,inc-only,6,0.939472693032015,1823,53,1770
DZ,RF,inc-only,7,0.9423069679849341,1823,53,1770
DZ,RF,inc-only,8,0.9730979284369115,1823,53,1770
DZ,RF,appended,1,0.8145291902071563,1823,53,1770
DZ,RF,appended,2,0.8934651600753296,1823,53,1770
DZ,RF,appended,3,0.9160546139359699,1823,53,1770
DZ,RF,appended,4,0.9575235404896422,1823,53,1770
DZ,RF,appended,5,0.9672787193973634,1823,53,1770
DZ,RF,appended,6,0.9837099811676083,1823,53,1770
DZ,RF,appended,7,0.9864877589453861,1823,53,1770
DZ,RF,appended,8,0.9892278719397364,1823,53,1770
DZ,XGB,inc-only,1,0.8117514124293785,1823,53,1770
DZ,XGB,inc-only,2,0.8757344632768361,1823,53,1770
DZ,XGB,inc-only,3,0.9155649717514125,1823,53,1770
DZ,XGB,inc-only,4,0.9695762711864406,1823,53,1770
DZ,XGB,inc-only,5,0.9579284369114878,1823,53,1770
DZ,XGB,inc-only,6,0.9320433145009417,1823,53,1770
DZ,XGB,inc-only,7,0.9342843691148777,1823,53,1770
DZ,XGB,inc-only,8,0.972090395480226,1823,53,1770
DZ,XGB,appended,1,0.8205084745762712,1823,53,1770
DZ,XGB,appended,2,0.8888418079096045,1823,53,1770
DZ,XGB,appended,3,0.9134839924670433,1823,53,1770
DZ,XGB,appended,4,0.9620527306967985,1823,53,1770
DZ,XGB,appended,5,0.9773822975517891,1823,53,1770
DZ,XGB,appended,6,0.9885687382297552,1823,53,1770
DZ,XGB,appended,7,0.9849905838041432,1823,53,1770
DZ,XGB,appended,8,0.9894350282485875,1823,53,1770
EC,CART,inc-only,1,0.6913228408532968,3841,305,3536
EC,CART,inc-only,2,0.6680991610696964,3841,305,3536
EC,CART,inc-only,3,0.7234960098837788,3841,305,3536
EC,CART,inc-only,4,0.7745189944194648,3841,305,3536
EC,CART,inc-only,5,0.7161621532946015,3841,305,3536
EC,CART,inc-only,6,0.7819821741938582,3841,305,3536
EC,CART,inc-only,7,0.7979964580200122,3841,305,3536
EC,CART,inc-only,8,0.8105471968854876,3841,305,3536
EC,CART,appended,1,0.6763032090787857,3841,305,3536
EC,CART,appended,2,0.7389494698861572,3841,305,3536
EC,CART,appended,3,0.7622780637141648,3841,305,3536
EC,CART,appended,4,0.7763094763603834,3841,305,3536
EC,CART,appended,5,0.7728774257051563,3841,305,3536
EC,CART,appended,6,0.8038797816041453,3841,305,3536
EC,CART,appended,7,0.805733831256745,3841,305,3536
EC,CART,appended,8,0.8298346912515168,3841,305,3536
EC,RF,inc-only,1,0.8990397313041228,3841,305,3536
EC,RF,inc-only,2,0.9046333375668784,3841,305,3536
EC,RF,inc-only,3,0.9243431108433309,3841,305,3536
EC,RF,inc-only,4,0.9612912639420879,3841,305,3536
EC,RF,inc-only,5,0.9449834121615983,3841,305,3536
EC,RF,inc-only,6,0.9425242749064533,3841,305,3536
EC,RF,inc-only,7,0.9528701933990084,3841,305,3536
EC,RF,inc-only,8,0.9750000576519349,3841,305,3536
EC,RF,appended,1,0.8992768175718967,3841,305,3536
EC,RF,appended,2,0.9372639876070712,3841,305,3536
EC,RF,appended,3,0.9609314969385101,3841,305,3536
EC,RF,appended,4,0.9690535329191687,3841,305,3536
EC,RF,appended,5,0.9722811704650687,3841,305,3536
EC,RF,appended,6,0.9789908583822385,3841,305,3536
EC,RF,appended,7,0.9804793569072955,3841,305,3536
EC,RF,appended,8,0.9874840355769229,3841,305,3536
EC,XGB,inc-only,1,0.885962812264821,3841,305,3536
EC,XGB,inc-only,2,0.8967230059443447,3841,305,3536
EC,XGB,inc-only,3,0.9271530588309599,3841,305,3536
EC,XGB,inc-only,4,0.9546026473768455,3841,305,3536
EC,XGB,inc-only,5,0.9376633873041491,3841,305,3536
EC,XGB,inc-only,6,0.9437576494221985,3841,305,3536
EC,XGB,inc-only,7,0.9530114948492728,3841,305,3536
EC,XGB,inc-only,8,0.9767026900909059,3841,305,3536
EC,XGB,appended,1,0.8838170248916961,3841,305,3536
EC,XGB,appended,2,0.9292056453979215,3841,305,3536
EC,XGB,appended,3,0.961168304411853,3841,305,3536
EC,XGB,appended,4,0.9689593378322494,3841,305,3536
EC,XGB,appended,5,0.9702176567052728,3841,305,3536
EC,XGB,appended,6,0.9765311179329699,3841,305,3536
EC,XGB,appended,7,0.9781323707353272,3841,305,3536
EC,XGB,appended,8,0.9884667403406765,3841,305,3536
EE,CART,inc-only,1,0.6822286673169825,2237,158,2079
EE,CART,inc-only,2,0.692876936431624,2237,158,2079
