country,clf,feat_set,inc,auc_score,N,N_p,N_n
RU,CART,appended,1,0.6657849515053762,55165,4000,51165
RU,CART,appended,2,0.732297768944387,55165,4000,51165
RU,CART,appended,3,0.7823296764239088,55165,4000,51165
RU,CART,appended,4,0.8180206684354288,55165,4000,51165
RU,CART,appended,5,0.8392456831917723,55165,4000,51165
RU,CART,appended,6,0.8531555526023344,55165,4000,51165
RU,CART,appended,7,0.8589302295642788,55165,4000,51165
RU,CART,appended,8,0.8789963690007614,55165,4000,51165
RU,RF,inc-only,1,0.9165302312612773,55165,4000,51165
RU,RF,inc-only,2,0.9147849246322526,55165,4000,51165
RU,RF,inc-only,3,0.9395314372476085,55165,4000,51165
RU,RF,inc-only,4,0.9743557356327535,55165,4000,51165
RU,RF,inc-only,5,0.9644057840845941,55165,4000,51165
RU,RF,inc-only,6,0.9647229262113686,55165,4000,51165
RU,RF,inc-only,7,0.9588031429865617,55165,4000,51165
RU,RF,inc-only,8,0.9838069190280891,55165,4000,51165
RU,RF,appended,1,0.917310221437976,55165,4000,51165
RU,RF,appended,2,0.9509818842009411,55165,4000,51165
RU,RF,appended,3,0.9707743120451718,55165,4000,51165
RU,RF,appended,4,0.9827847405169772,55165,4000,51165
RU,RF,appended,5,0.9868808277051934,55165,4000,51165
RU,RF,appended,6,0.9895051651547304,55165,4000,51165
RU,RF,appended,7,0.9901343382242164,55165,4000,51165
RU,RF,appended,8,0.9928539396171036,55165,4000,51165
RU,XGB,inc-only,1,0.9335329135361166,55165,4000,51165
RU,XGB,inc-only,2,0.9280938111759878,55165,4000,51165
RU,XGB,inc-only,3,0.9527220964344426,55165,4000,51165
RU,XGB,inc-only,4,0.9791567999058544,55165,4000,51165
RU,XGB,inc-only,5,0.9707774236549267,55165,4000,51165
RU,XGB,inc-only,6,0.9707335801108632,55165,4000,51165
RU,XGB,inc-only,7,0.9676613193750598,55165,4000,51165
RU,XGB,inc-only,8,0.9864147235666636,55165,4000,51165
RU,XGB,appended,1,0.9317639005003787,55165,4000,51165
RU,XGB,appended,2,0.9606049220809294,55165,4000,51165
RU,XGB,appended,3,0.9759858912376886,55165,4000,51165
RU,XGB,appended,4,0.9850123252950925,55165,4000,51165
RU,XGB,appended,5,0.9885586252708894,55165,4000,51165
RU,XGB,appended,6,0.9911864944781938,55165,4000,51165
RU,XGB,appended,7,0.99152633913244,55165,4000,51165
RU,XGB,appended,8,0.9936653821730612,55165,4000,51165
SA,CART,inc-only,1,0.6243998635817861,12016,797,11219
SA,CART,inc-only,2,0.6581186339106155,12016,797,11219
SA,CART,inc-only,3,0.6630779747610881,12016,797,11219
SA,CART,inc-only,4,0.7646847152038625,12016,797,11219
SA,CART,inc-only,5,0.700367039615613,12016,797,11219
SA,CART,inc-only,6,0.7209971032610081,12016,797,11219
SA,CART,inc-only,7,0.7377630067572906,12016,797,11219
SA,CART,inc-only,8,0.8039427255803502,12016,797,11219
SA,CART,appended,1,0.6379166075967583,12016,797,11219
SA,CART,appended,2,0.6879319480223955,12016,797,11219
SA,CART,appended,3,0.7343870153326285,12016,797,11219
SA,CART,appended,4,0.7815513442851849,12016,797,11219
SA,CART,appended,5,0.7777709908878939,12016,797,11219
SA,CART,appended,6,0.8033692856345566,12016,797,11219
SA,CART,appended,7,0.8008671537650187,12016,797,11219
SA,CART,appended,8,0.8250938906601013,12016,797,11219
SA,RF,inc-only,1,0.871910334624093,12016,797,11219
SA,RF,inc-only,2,0.8961290329355643,12016,797,11219
SA,RF,inc-only,3,0.9167196706156238,12016,797,11219
SA,RF,inc-only,4,0.9655197338882954,12016,797,11219
SA,RF,inc-only,5,0.935500733204058,12016,797,11219
SA,RF,inc-only,6,0.9431686034363045,12016,797,11219
SA,RF,inc-only,7,0.9349980096000936,12016,797,11219
SA,RF,inc-only,8,0.9741554995354014,12016,797,11219
SA,RF,appended,1,0.8711611938745671,12016,797,11219
SA,RF,appended,2,0.9217896968880772,12016,797,11219
SA,RF,appended,3,0.9500854599984795,12016,797,11219
SA,RF,appended,4,0.9745594843374505,12016,797,11219
SA,RF,appended,5,0.9760017707335668,12016,797,11219
SA,RF,appended,6,0.9815090119054944,12016,797,11219
SA,RF,appended,7,0.9829494398041617,12016,797,11219
SA,RF,appended,8,0.9874668898476376,12016,797,11219
SA,XGB,inc-only,1,0.8604183043265676,12016,797,11219
SA,XGB,inc-only,2,0.8881347575739259,12016,797,11219
SA,XGB,inc-only,3,0.9161898564484107,12016,797,11219
SA,XGB,inc-only,4,0.968755963532142,12016,797,11219
SA,XGB,inc-only,5,0.9363299594269803,12016,797,11219
SA,XGB,inc-only,6,0.9472574280029211,12016,797,11219
SA,XGB,inc-only,7,0.9432650002179378,12016,797,11219
SA,XGB,inc-only,8,0.9724894588738981,12016,797,11219
SA,XGB,appended,1,0.8595678679180092,12016,797,11219
SA,XGB,appended,2,0.9203580229095485,12016,797,11219
SA,XGB,appended,3,0.9485146320031387,12016,797,11219
SA,XGB,appended,4,0.9737389773513027,12016,797,11219
SA,XGB,appended,5,0.9783926990818572,12016,797,11219
SA,XGB,appended,6,0.983518775828602,12016,797,11219
SA,XGB,appended,7,0.9844856346926857,12016,797,11219
SA,XGB,appended,8,0.9876560666731963,12016,797,11219
SD,CART,inc-only,1,0.6625126310471138,1237,70,1167
SD,CART,inc-only,2,0.6739268872889562,1237,70,1167
SD,CART,inc-only,3,0.7234179613489958,1237,70,1167
SD,CART,inc-only,4,0.7710864805692392,1237,70,1167
SD,CART,inc-only,5,0.7518341332996505,1237,70,1167
SD,CART,inc-only,6,0.7304613489958317,1237,70,1167
SD,CART,inc-only,7,0.793595006526041,1237,70,1167
SD,CART,inc-only,8,0.7903840890909856,1237,70,1167
SD,CART,appended,1,0.5953928255652393,1237,70,1167
SD,CART,appended,2,0.6700175782072333,1237,70,1167
SD,CART,appended,3,0.7326070481242895,1237,70,1167
SD,CART,appended,4,0.7504905056629194,1237,70,1167
SD,CART,appended,5,0.7392030861858447,1237,70,1167
SD,CART,appended,6,0.8000773651635721,1237,70,1167
SD,CART,appended,7,0.8032467054018778,1237,70,1167
SD,CART,appended,8,0.7840217254010358,1237,70,1167
SD,RF,inc-only,1,0.8516683508062818,1237,70,1167
SD,RF,inc-only,2,0.8422476948339017,1237,70,1167
SD,RF,inc-only,3,0.9203054608227023,1237,70,1167
SD,RF,inc-only,4,0.9630947118016083,1237,70,1167
SD,RF,inc-only,5,0.922339059408025,1237,70,1167
SD,RF,inc-only,6,0.9293745526504147,1237,70,1167
SD,RF,inc-only,7,0.9290982484948003,1237,70,1167
SD,RF,inc-only,8,0.955371352785146,1237,70,1167
SD,RF,appended,1,0.8483253336701613,1237,70,1167
SD,RF,appended,2,0.9003905098732685,1237,70,1167
SD,RF,appended,3,0.9569144457075491,1237,70,1167
SD,RF,appended,4,0.9667361374257926,1237,70,1167
SD,RF,appended,5,0.9603785103785104,1237,70,1167
SD,RF,appended,6,0.9723127447265378,1237,70,1167
SD,RF,appended,7,0.9672808513325755,1237,70,1167
SD,RF,appended,8,0.966617195065471,1237,70,1167
SD,XGB,inc-only,1,0.8048840048840049,1237,70,1167
SD,XGB,inc-only,2,0.818564481495516,1237,70,1167
SD,XGB,inc-only,3,0.9098885310092206,1237,70,1167
SD,XGB,inc-only,4,0.9421740137257378,1237,70,1167
SD,XGB,inc-only,5,0.9159740642499263,1237,70,1167
SD,XGB,inc-only,6,0.9380910277462002,1237,70,1167
SD,XGB,inc-only,7,0.9144567597153803,1237,70,1167
SD,XGB,inc-only,8,0.9601716769820219,1237,70,1167
SD,XGB,appended,1,0.7663993095027578,1237,70,1167
SD,XGB,appended,2,0.8748663214180455,1237,70,1167
SD,XGB,appended,3,0.9382999663172077,1237,70,1167
SD,XGB,appended,4,0.9548818997094859,1237,70,1167
SD,XGB,appended,5,0.9632294429708222,1237,70,1167
SD,XGB,appended,6,0.9715848806366048,1237,70,1167
SD,XGB,appended,7,0.9745142309797482,1237,70,1167
SD,XGB,appended,8,0.9709875373668477,1237,70,1167
SE,CART,inc-only,1,0.7046558228013212,7762,780,6982
SE,CART,inc-only,2,0.6979464626092945,7762,780,6982
SE,CART,inc-only,3,0.7343128661609115,7762,780,6982
SE,CART,inc-only,4,0.8075684794939378,7762,780,6982
SE,CART,inc-only,5,0.7778929319980085,7762,780,6982
SE,CART,inc-only,6,0.7874832209368653,7762,780,6982
SE,CART,inc-only,7,0.8067065196678316,7762,780,6982
SE,CART,inc-only,8,0.8498302859054608,7762,780,6982
SE,CART,appended,1,0.7139023058329599,7762,780,6982
SE,CART,appended,2,0.7791216794377265,7762,780,6982
SE,CART,appended,3,0.7919040764176161,7762,780,6982
SE,CART,appended,4,0.8209362714601471,7762,780,6982
SE,CART,appended,5,0.82587358074956,7762,780,6982
SE,CART,appended,6,0.8421828761009068,7762,780,6982
SE,CART,appended,7,0.8585414930425814,7762,780,6982
SE,CART,appended,8,0.8918505203178149,7762,780,6982
SE,RF,inc-only,1,0.9144365109470807,7762,780,6982
SE,RF,inc-only,2,0.9192792709843266,7762,780,6982
SE,RF,inc-only,3,0.9368694259639573,7762,780,6982
SE,RF,inc-only,4,0.9694838347108168,7762,780,6982
SE,RF,inc-only,5,0.9626227022366514,7762,780,6982
SE,RF,inc-only,6,0.9554705487304145,7762,780,6982
SE,RF,inc-only,7,0.9598458980150385,7762,780,6982
SE,RF,inc-only,8,0.9815953752902669,7762,780,6982
SE,RF,appended,1,0.9158342616933687,7762,780,6982
SE,RF,appended,2,0.9532145826048085,7762,780,6982
SE,RF,appended,3,0.9683558812094358,7762,780,6982
SE,RF,appended,4,0.9803231410280059,7762,780,6982
SE,RF,appended,5,0.9827525998548048,7762,780,6982
SE,RF,appended,6,0.9853841865469201,7762,780,6982
SE,RF,appended,7,0.9873353822946159,7762,780,6982
SE,RF,appended,8,0.9915505848747054,7762,780,6982
SE,XGB,inc-only,1,0.9094263373508489,7762,780,6982
SE,XGB,inc-only,2,0.9158949834818657,7762,780,6982
SE,XGB,inc-only,3,0.9442033493695507,7762,780,6982
SE,XGB,inc-only,4,0.9720495887730292,7762,780,6982
SE,XGB,inc-only,5,0.9625819350649337,7762,780,6982
SE,XGB,inc-only,6,0.9521491705616797,7762,780,6982
SE,XGB,inc-only,7,0.9638326354735594,7762,780,6982
SE,XGB,inc-only,8,0.9836575866591116,7762,780,6982
SE,XGB,appended,1,0.9118040689444886,7762,780,6982
SE,XGB,appended,2,0.9509950111881442,7762,780,6982
SE,XGB,appended,3,0.9708959036960869,7762,780,6982
SE,XGB,appended,4,0.9807883510969889,7762,780,6982
SE,XGB,appended,5,0.9850122381659453,7762,780,6982
SE,XGB,appended,6,0.9867811647547127,7762,780,6982
SE,XGB,appended,7,0.9887670485319194,7762,780,6982
SE,XGB,appended,8,0.9921316060844081,7762,780,6982
SG,CART,inc-only,1,0.6898462636180424,27600,2615,24985
SG,CART,inc-only,2,0.6790905007342888,27600,2615,24985
SG,CART,inc-only,3,0.7079735677689141,27600,2615,24985
SG,CART,inc-only,4,0.8213128530936699,27600,2615,24985
SG,CART,inc-only,5,0.770269540101877,27600,2615,24985
SG,CART,inc-only,6,0.7872142230483758,27600,2615,24985
SG,CART,inc-only,7,0.794295709147351,27600,2615,24985
SG,CART,inc-only,8,0.8578331573536949,27600,2615,24985
SG,CART,appended,1,0.6810854422066577,27600,2615,24985
SG,CART,appended,2,0.7423952300158541,27600,2615,24985
SG,CART,appended,3,0.7791640518316522,27600,2615,24985
SG,CART,appended,4,0.8367935373281634,27600,2615,24985
SG,CART,appended,5,0.8547500853627888,27600,2615,24985
SG,CART,appended,6,0.8663379669975103,27600,2615,24985
SG,CART,appended,7,0.8675026132633123,27600,2615,24985
SG,CART,appended,8,0.8877987852165002,27600,2615,24985
SG,RF,inc-only,1,0.9093879909393324,27600,2615,24985
SG,RF,inc-only,2,0.9098226385290301,27600,2615,24985
SG,RF,inc-only,3,0.9263620666717953,27600,2615,24985
SG,RF,inc-only,4,0.9759178469885463,27600,2615,24985
SG,RF,inc-only,5,0.9601497619375485,27600,2615,24985
SG,RF,inc-only,6,0.9555237133260561,27600,2615,24985
SG,RF,inc-only,7,0.9564961790812578,27600,2615,24985
SG,RF,inc-only,8,0.9791886881775916,27600,2615,24985
SG,RF,appended,1,0.9108594543420636,27600,2615,24985
SG,RF,appended,2,0.9482888306697501,27600,2615,24985
SG,RF,appended,3,0.9645750637104638,27600,2615,24985
SG,RF,appended,4,0.9811682559126631,27600,2615,24985
SG,RF,appended,5,0.9848404607907406,27600,2615,24985
SG,RF,appended,6,0.9875374138480567,27600,2615,24985
SG,RF,appended,7,0.9883327456838947,27600,2615,24985
SG,RF,appended,8,0.9913024434595712,27600,2615,24985
SG,XGB,inc-only,1,0.9211093165834401,27600,2615,24985
SG,XGB,inc-only,2,0.9190341889118293,27600,2615,24985
SG,XGB,inc-only,3,0.9392082870410369,27600,2615,24985
SG,XGB,inc-only,4,0.9788861161506334,27600,2615,24985
SG,XGB,inc-only,5,0.9645942127585938,27600,2615,24985
SG,XGB,inc-only,6,0.962561841968526,27600,2615,24985
SG,XGB,inc-only,7,0.9615329965663133,27600,2615,24985
SG,XGB,inc-only,8,0.9831234392270836,27600,2615,24985
SG,XGB,appended,1,0.9210016479239406,27600,2615,24985
SG,XGB,appended,2,0.9544211564704354,27600,2615,24985
SG,XGB,appended,3,0.969130327931548,27600,2615,24985
SG,XGB,appended,4,0.9834917549322967,27600,2615,24985
SG,XGB,appended,5,0.9874094847671828,27600,2615,24985
SG,XGB,appended,6,0.9892326085434697,27600,2615,24985
SG,XGB,appended,7,0.9902016629494974,27600,2615,24985
SG,XGB,appended,8,0.9921198565238479,27600,2615,24985
SI,CART,inc-only,1,0.7294607608307221,2908,293,2615
SI,CART,inc-only,2,0.729801616477012,2908,293,2615
SI,CART,inc-only,3,0.7644113931306115,2908,293,2615
SI,CART,inc-only,4,0.794240065191586,2908,293,2615
SI,CART,inc-only,5,0.7818900080245624,2908,293,2615
SI,CART,inc-only,6,0.8128579830613487,2908,293,2615
SI,CART,inc-only,7,0.7822827728746256,2908,293,2615
SI,CART,inc-only,8,0.8538518118467016,2908,293,2615
SI,CART,appended,1,0.7265852511432564,2908,293,2615
SI,CART,appended,2,0.7693651653305283,2908,293,2615
SI,CART,appended,3,0.8093368356329571,2908,293,2615
SI,CART,appended,4,0.8163451277929226,2908,293,2615
SI,CART,appended,5,0.8272301963580522,2908,293,2615
SI,CART,appended,6,0.8486929325691341,2908,293,2615
SI,CART,appended,7,0.8638958393635214,2908,293,2615
SI,CART,appended,8,0.8740740387754121,2908,293,2615
SI,RF,inc-only,1,0.9165787696365616,2908,293,2615
SI,RF,inc-only,2,0.9106242114531047,2908,293,2615
SI,RF,inc-only,3,0.9439920517498556,2908,293,2615
SI,RF,inc-only,4,0.9691848093384795,2908,293,2615
SI,RF,inc-only,5,0.9569654967345376,2908,293,2615
SI,RF,inc-only,6,0.9561093411353462,2908,293,2615
SI,RF,inc-only,7,0.9535356266033577,2908,293,2615
SI,RF,inc-only,8,0.9727475335480165,2908,293,2615
SI,RF,appended,1,0.9156756684978268,2908,293,2615
SI,RF,appended,2,0.947251116698385,2908,293,2615
SI,RF,appended,3,0.9647111207930298,2908,293,2615
SI,RF,appended,4,0.9757725162600766,2908,293,2615
SI,RF,appended,5,0.980730257038133,2908,293,2615
SI,RF,appended,6,0.9836490227145209,2908,293,2615
SI,RF,appended,7,0.9838410776916826,2908,293,2615
SI,RF,appended,8,0.9887045273391498,2908,293,2615
SI,XGB,inc-only,1,0.9120005466249941,2908,293,2615
SI,XGB,inc-only,2,0.9054994727052256,2908,293,2615
SI,XGB,inc-only,3,0.9435296762574813,2908,293,2615
SI,XGB,inc-only,4,0.9713041763023609,2908,293,2615
SI,XGB,inc-only,5,0.9609097826711809,2908,293,2615
SI,XGB,inc-only,6,0.9581359986848728,2908,293,2615
SI,XGB,inc-only,7,0.9534559155010544,2908,293,2615
SI,XGB,inc-only,8,0.9777872882458482,2908,293,2615
SI,XGB,appended,1,0.9127171884649352,2908,293,2615
SI,XGB,appended,2,0.9473121497658354,2908,293,2615
SI,XGB,appended,3,0.9614373531113417,2908,293,2615
SI,XGB,appended,4,0.9750188948694908,2908,293,2615
SI,XGB,appended,5,0.9840731949693019,2908,293,2615
SI,XGB,appended,6,0.9858981072185091,2908,293,2615
SI,XGB,appended,7,0.9834413438772117,2908,293,2615
SI,XGB,appended,8,0.9905982736601048,2908,293,2615
SK,CART,inc-only,1,0.7300204932854353,3326,376,2950
SK,CART,inc-only,2,0.7109296718663356,3326,376,2950
SK,CART,inc-only,3,0.7368607903175254,3326,376,2950
SK,CART,inc-only,4,0.8244037659425706,3326,376,2950
SK,CART,inc-only,5,0.7822135159244883,3326,376,2950
SK,CART,inc-only,6,0.8193931576536393,3326,376,2950
SK,CART,inc-only,7,0.8345866383778962,3326,376,2950
SK,CART,inc-only,8,0.8585168888781735,3326,376,2950
SK,CART,appended,1,0.7341664054777346,3326,376,2950
SK,CART,appended,2,0.7514937194107577,3326,376,2950
SK,CART,appended,3,0.7915396484798805,3326,376,2950
SK,CART,appended,4,0.8389301299515394,3326,376,2950
SK,CART,appended,5,0.8251052390481471,3326,376,2950
SK,CART,appended,6,0.8566092051016225,3326,376,2950
SK,CART,appended,7,0.8543848397907274,3326,376,2950
SK,CART,appended,8,0.8788388745569834,3326,376,2950
SK,RF,inc-only,1,0.9266805699544326,3326,376,2950
SK,RF,inc-only,2,0.9089356751934807,3326,376,2950
SK,RF,inc-only,3,0.9257185910263519,3326,376,2950
SK,RF,inc-only,4,0.9691838850447236,3326,376,2950
SK,RF,inc-only,5,0.9582305856257686,3326,376,2950
SK,RF,inc-only,6,0.9574313474937918,3326,376,2950
SK,RF,inc-only,7,0.9536247799985534,3326,376,2950
SK,RF,inc-only,8,0.981659473925308,3326,376,2950
SK,RF,appended,1,0.9246335318369217,3326,376,2950
SK,RF,appended,2,0.9547312968633218,3326,376,2950
SK,RF,appended,3,0.9611018154639921,3326,376,2950
SK,RF,appended,4,0.9749000650963184,3326,376,2950
SK,RF,appended,5,0.9798027822648696,3326,376,2950
SK,RF,appended,6,0.9801539407382405,3326,376,2950
SK,RF,appended,7,0.982045229886443,3326,376,2950
SK,RF,appended,8,0.9877216288545458,3326,376,2950
SK,XGB,inc-only,1,0.9163559322033898,3326,376,2950
SK,XGB,inc-only,2,0.9024830629023315,3326,376,2950
SK,XGB,inc-only,3,0.924875473153796,3326,376,2950
SK,XGB,inc-only,4,0.9684015237360465,3326,376,2950
SK,XGB,inc-only,5,0.9598346071316634,3326,376,2950
SK,XGB,inc-only,6,0.9587725727511633,3326,376,2950
SK,XGB,inc-only,7,0.9499819176893218,3326,376,2950
SK,XGB,inc-only,8,0.9794405333076163,3326,376,2950
SK,XGB,appended,1,0.9173215275936061,3326,376,2950
SK,XGB,appended,2,0.9484231019601225,3326,376,2950
SK,XGB,appended,3,0.9616984111676351,3326,376,2950
SK,XGB,appended,4,0.9749652819634979,3326,376,2950
SK,XGB,appended,5,0.9787858331123274,3326,376,2950
SK,XGB,appended,6,0.9818562094654869,3326,376,2950
SK,XGB,appended,7,0.9823397304530221,3326,376,2950
SK,XGB,appended,8,0.9888914338066881,3326,376,2950
SV,CART,inc-only,1,0.667749560117302,1349,103,1246
SV,CART,inc-only,2,0.6438764809384164,1349,103,1246
SV,CART,inc-only,3,0.6564574780058651,1349,103,1246
SV,CART,inc-only,4,0.744433724340176,1349,103,1246
SV,CART,inc-only,5,0.673993137829912,1349,103,1246
SV,CART,inc-only,6,0.7765567448680352,1349,103,1246
SV,CART,inc-only,7,0.7064548387096774,1349,103,1246
SV,CART,inc-only,8,0.7781421700879766,1349,103,1246
SV,CART,appended,1,0.6526509677419354,1349,103,1246
SV,CART,appended,2,0.7236103812316715,1349,103,1246
SV,CART,appended,3,0.7542321700879765,1349,103,1246
SV,CART,appended,4,0.7547083284457478,1349,103,1246
SV,CART,appended,5,0.7328001759530792,1349,103,1246
SV,CART,appended,6,0.7986763636363636,1349,103,1246
SV,CART,appended,7,0.7534179472140763,1349,103,1246
SV,CART,appended,8,0.7462876246334311,1349,103,1246
SV,RF,inc-only,1,0.8660998826979472,1349,103,1246
SV,RF,inc-only,2,0.876061935483871,1349,103,1246
SV,RF,inc-only,3,0.9048852785923753,1349,103,1246
SV,RF,inc-only,4,0.9525190322580646,1349,103,1246
SV,RF,inc-only,5,0.9287440469208211,1349,103,1246
SV,RF,inc-only,6,0.9497500879765396,1349,103,1246
SV,RF,inc-only,7,0.9106294721407624,1349,103,1246
SV,RF,inc-only,8,0.9605693548387098,1349,103,1246
SV,RF,appended,1,0.8734365395894429,1349,103,1246
SV,RF,appended,2,0.9233163343108505,1349,103,1246
SV,RF,appended,3,0.9458262170087977,1349,103,1246
SV,RF,appended,4,0.9554885337243402,1349,103,1246
SV,RF,appended,5,0.9563337829912023,1349,103,1246
SV,RF,appended,6,0.963979706744868,1349,103,1246
SV,RF,appended,7,0.9661737243401759,1349,103,1246
SV,RF,appended,8,0.9687791202346041,1349,103,1246
SV,XGB,inc-only,1,0.8611811730205279,1349,103,1246
SV,XGB,inc-only,2,0.8719353665689149,1349,103,1246
SV,XGB,inc-only,3,0.8880900293255132,1349,103,1246
SV,XGB,inc-only,4,0.9522548387096774,1349,103,1246
SV,XGB,inc-only,5,0.9147546627565982,1349,103,1246
SV,XGB,inc-only,6,0.944417008797654,1349,103,1246
SV,XGB,inc-only,7,0.9193682991202345,1349,103,1246
SV,XGB,inc-only,8,0.9547220527859237,1349,103,1246
SV,XGB,appended,1,0.8699852785923754,1349,103,1246
SV,XGB,appended,2,0.8933991202346041,1349,103,1246
SV,XGB,appended,3,0.9399672727272728,1349,103,1246
SV,XGB,appended,4,0.9529035190615835,1349,103,1246
SV,XGB,appended,5,0.9559211143695014,1349,103,1246
SV,XGB,appended,6,0.9634547214076246,1349,103,1246
SV,XGB,appended,7,0.9667050439882698,1349,103,1246
SV,XGB,appended,8,0.96850357771261,1349,103,1246
SY,CART,inc-only,1,0.619341208993914,1685,112,1573
SY,CART,inc-only,2,0.691908787952084,1685,112,1573
SY,CART,inc-only,3,0.7148376553570862,1685,112,1573
SY,CART,inc-only,4,0.7331411755220512,1685,112,1573
SY,CART,inc-only,5,0.7356533670983804,1685,112,1573
SY,CART,inc-only,6,0.7530259358073194,1685,112,1573
SY,CART,inc-only,7,0.7726281398195451,1685,112,1573
SY,CART,inc-only,8,0.7537890087686508,1685,112,1573
SY,CART,appended,1,0.6057378896601262,1685,112,1573
SY,CART,appended,2,0.6908155162851608,1685,112,1573
SY,CART,appended,3,0.7579096210838532,1685,112,1573
SY,CART,appended,4,0.7826641098561199,1685,112,1573
SY,CART,appended,5,0.7771906662366632,1685,112,1573
SY,CART,appended,6,0.7677031338947811,1685,112,1573
SY,CART,appended,7,0.764104603236265,1685,112,1573
SY,CART,appended,8,0.74918684140445,1685,112,1573
SY,RF,inc-only,1,0.8267063625857869,1685,112,1573
SY,RF,inc-only,2,0.9004352563773672,1685,112,1573
SY,RF,inc-only,3,0.9042572178285313,1685,112,1573
SY,RF,inc-only,4,0.9544769532786546,1685,112,1573
SY,RF,inc-only,5,0.9389868409158098,1685,112,1573
SY,RF,inc-only,6,0.9393455029208476,1685,112,1573
SY,RF,inc-only,7,0.9253640370487102,1685,112,1573
SY,RF,inc-only,8,0.9533961724802651,1685,112,1573
SY,RF,appended,1,0.8400774250608969,1685,112,1573
SY,RF,appended,2,0.914082217400971,1685,112,1573
SY,RF,appended,3,0.9442008165179979,1685,112,1573
SY,RF,appended,4,0.9673820971954488,1685,112,1573
SY,RF,appended,5,0.9675092658423304,1685,112,1573
SY,RF,appended,6,0.9717782110388737,1685,112,1573
SY,RF,appended,7,0.9733418601071588,1685,112,1573
SY,RF,appended,8,0.9745761961304572,1685,112,1573
SY,XGB,inc-only,1,0.8465334633116621,1685,112,1573
SY,XGB,inc-only,2,0.8740186880495676,1685,112,1573
SY,XGB,inc-only,3,0.9050778587291931,1685,112,1573
SY,XGB,inc-only,4,0.9476129614291753,1685,112,1573
SY,XGB,inc-only,5,0.9305871746571577,1685,112,1573
SY,XGB,inc-only,6,0.9361190718765499,1685,112,1573
SY,XGB,inc-only,7,0.9356776158749471,1685,112,1573
SY,XGB,inc-only,8,0.9328244449656609,1685,112,1573
SY,XGB,appended,1,0.8297067669356631,1685,112,1573
SY,XGB,appended,2,0.9068872633453783,1685,112,1573
SY,XGB,appended,3,0.9359452991578284,1685,112,1573
SY,XGB,appended,4,0.9554113862970591,1685,112,1573
SY,XGB,appended,5,0.9615426925059676,1685,112,1573
SY,XGB,appended,6,0.9615295297569747,1685,112,1573
SY,XGB,appended,7,0.9570864453614595,1685,112,1573
SY,XGB,appended,8,0.974075370328293,1685,112,1573
TH,CART,inc-only,1,0.6731837815788865,11068,692,10376
TH,CART,inc-only,2,0.6884602884395806,11068,692,10376
TH,CART,inc-only,3,0.7227431271949697,11068,692,10376
TH,CART,inc-only,4,0.7942321787392412,11068,692,10376
TH,CART,inc-only,5,0.7529801212299735,11068,692,10376
TH,CART,inc-only,6,0.7808024942130769,11068,692,10376
TH,CART,inc-only,7,0.7737206435329925,11068,692,10376
TH,CART,inc-only,8,0.8369658992185901,11068,692,10376
TH,CART,appended,1,0.6846047529904256,11068,692,10376
TH,CART,appended,2,0.7436705117488802,11068,692,10376
TH,CART,appended,3,0.775366490109874,11068,692,10376
TH,CART,appended,4,0.7973251320477186,11068,692,10376
TH,CART,appended,5,0.7994769308011879,11068,692,10376
TH,CART,appended,6,0.8364674337689102,11068,692,10376
TH,CART,appended,7,0.8387031134345857,11068,692,10376
TH,CART,appended,8,0.8458639320823357,11068,692,10376
TH,RF,inc-only,1,0.8990443058981236,11068,692,10376
TH,RF,inc-only,2,0.9185209200062894,11068,692,10376
TH,RF,inc-only,3,0.9257411645368488,11068,692,10376
TH,RF,inc-only,4,0.9754660140993926,11068,692,10376
TH,RF,inc-only,5,0.9543175478874567,11068,692,10376
TH,RF,inc-only,6,0.9561817069770433,11068,692,10376
TH,RF,inc-only,7,0.9511483550568205,11068,692,10376
TH,RF,inc-only,8,0.9756810826292044,11068,692,10376
TH,RF,appended,1,0.899509467205623,11068,692,10376
TH,RF,appended,2,0.9492579561279012,11068,692,10376
TH,RF,appended,3,0.9643474757338805,11068,692,10376
TH,RF,appended,4,0.9812982516056259,11068,692,10376
TH,RF,appended,5,0.9807743787585994,11068,692,10376
TH,RF,appended,6,0.9838268632381505,11068,692,10376
TH,RF,appended,7,0.986624992557762,11068,692,10376
TH,RF,appended,8,0.9902070837110424,11068,692,10376
TH,XGB,inc-only,1,0.900492256823873,11068,692,10376
TH,XGB,inc-only,2,0.92055896512668,11068,692,10376
TH,XGB,inc-only,3,0.9347543726997128,11068,692,10376
TH,XGB,inc-only,4,0.975991637403866,11068,692,10376
TH,XGB,inc-only,5,0.9585124278824206,11068,692,10376
TH,XGB,inc-only,6,0.9579585022620845,11068,692,10376
TH,XGB,inc-only,7,0.952569221679803,11068,692,10376
TH,XGB,inc-only,8,0.9777596897880193,11068,692,10376
TH,XGB,appended,1,0.90080916365464,11068,692,10376
TH,XGB,appended,2,0.9495788096865511,11068,692,10376
TH,XGB,appended,3,0.9671465635956575,11068,692,10376
TH,XGB,appended,4,0.9816415355125745,11068,692,10376
TH,XGB,appended,5,0.9852072375855748,11068,692,10376
TH,XGB,appended,6,0.987910270097544,11068,692,10376
TH,XGB,appended,7,0.9884045893594784,11068,692,10376
TH,XGB,appended,8,0.9902838777970163,11068,692,10376
TN,CART,inc-only,1,0.6328825475599669,1607,56,1551
TN,CART,inc-only,2,0.6125186104218362,1607,56,1551
TN,CART,inc-only,3,0.6558482216708023,1607,56,1551
